,Symbol,Name
2519,KOTAKBANK.BO,Kotak Mahindra Bank Limited
2520,ICICIBANK.BO,ICICI Bank Limited
2521,ICICIBANK.NS,ICICI Bank Limited
2522,MARUTI.BO,Maruti Suzuki India Limited
2523,MARUTI.NS,Maruti Suzuki India Limited
2524,LT.NS,Larsen & Toubro Limited
2525,LT.BO,Larsen & Toubro Limited
2526,ONGC.NS,Oil and Natural Gas Corporation Limited
2527,ONGC.BO,Oil and Natural Gas Corporation Limited
2528,1398.HK,Industrial and Commercial Bank of China Limited
2529,0939.HK,China Construction Bank Corporation
2530,STAN.BO,Standard Chartered PLC
2531,AXISBANK.NS,Axis Bank Limited
2532,AXISBANK.BO,Axis Bank Limited
2533,601939.SS,China Construction Bank Corporation
2534,COALINDIA.NS,Coal India Limited
2535,601398.SS,Industrial and Commercial Bank of China Limited
2536,COALINDIA.BO,Coal India Limited
2537,0941.HK,China Mobile Limited
2538,BAJFINANCE.NS,Bajaj Finance Limited
2539,BAJFINANCE.BO,Bajaj Finance Limited
2540,WIPRO.NS,Wipro Limited
2541,WIPRO.BO,Wipro Limited
2542,0857.HK,PetroChina Company Limited
2543,HCLTECH.NS,HCL Technologies Limited
2544,HCLTECH.BO,HCL Technologies Limited
2545,ASIANPAINT.NS,Asian Paints Limited
2546,ASIANPAINT.BO,Asian Paints Limited
2547,PTT.BK,PTT Public Company Limited
2548,PTT-R.BK,PTT Public Company Limited
2549,0005.HK,HSBC Holdings plc
2550,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
2551,601857.SS,PetroChina Company Limited
2552,IOC.BO,Indian Oil Corporation Limited
2553,IOC.NS,Indian Oil Corporation Limited
2554,BHARTIARTL.BO,Bharti Airtel Limited
2555,BHARTIARTL.NS,Bharti Airtel Limited
2556,1288.HK,Agricultural Bank of China Limited
2557,NTPC.NS,NTPC Limited
2558,NTPC.BO,NTPC Limited
2559,3988.HK,Bank of China Limited
2560,HINDZINC.NS,Hindustan Zinc Limited
2561,HINDZINC.BO,Hindustan Zinc Limited
2562,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
2563,601288.SS,Agricultural Bank of China Limited
2564,ULTRACEMCO.NS,UltraTech Cement Limited
2565,ULTRACEMCO.BO,UltraTech Cement Limited
2566,NESTLEIND.BO,Nestlé India Limited
2567,NESTLEIND.NS,Nestlé India Limited
2568,601988.SS,Bank of China Limited
2569,6505.TW,Formosa Petrochemical Corporation
2570,POWERGRID.NS,Power Grid Corporation of India Limited
2571,POWERGRID.BO,Power Grid Corporation of India Limited
2572,BAJAJFINSV.NS,Bajaj Finserv Limited
2573,BAJAJFINSV.BO,Bajaj Finserv Limited
2574,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
2575,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
2576,2317.TW,"Hon Hai Precision Industry Co., Ltd."
2577,DMART.BO,Avenue Supermarts Limited
2578,DMART.NS,Avenue Supermarts Limited
2579,INDUSINDBK.BO,IndusInd Bank Limited
2580,INDUSINDBK.NS,IndusInd Bank Limited
2581,AOT-R.BK,Airports of Thailand Public Company Limited
2582,AOT.BK,Airports of Thailand Public Company Limited
2583,M&M.NS,Mahindra & Mahindra Limited
2584,M&M.BO,Mahindra & Mahindra Limited
2585,GODREJCP.NS,Godrej Consumer Products Limited
2586,GODREJCP.BO,Godrej Consumer Products Limited
2587,2412.TW,"Chunghwa Telecom Co., Ltd."
2588,GAIL.NS,GAIL (India) Limited
2589,GAIL.BO,GAIL (India) Limited
2590,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
2591,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
2592,BAJAJ-AUTO.BO,Bajaj Auto Limited
2593,BAJAJ-AUTO.NS,Bajaj Auto Limited
2594,BPCL.BO,Bharat Petroleum Corporation Limited
2595,BPCL.NS,Bharat Petroleum Corporation Limited
2596,TITAN.BO,Titan Company Limited
2597,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
2598,TITAN.NS,Titan Company Limited
2599,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
2600,TCS.NS,Tata Consultancy Services Limited
2601,TCS.BO,Tata Consultancy Services Limited
2602,RELIANCE.BO,Reliance Industries Limited
2603,RELIANCE.NS,Reliance Industries Limited
2604,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
2605,HDFCBANK.BO,HDFC Bank Limited
2606,HDFCBANK.NS,HDFC Bank Limited
2607,HINDUNILVR.NS,Hindustan Unilever Limited
2608,HINDUNILVR.BO,Hindustan Unilever Limited
2609,ITC.NS,ITC Limited
2610,ITC.BO,ITC Limited
2611,HDFC.NS,Housing Development Finance Corporation Limited
2612,HDFC.BO,Housing Development Finance Corporation Limited
2613,0700.HK,Tencent Holdings Limited
2614,INFY.BO,Infosys Limited
2615,INFY.NS,Infosys Limited
2616,SBIN.NS,State Bank of India
2617,SBIN.BO,State Bank of India
2618,KOTAKBANK.NS,Kotak Mahindra Bank Limited
2619,KOTAKBANK.BO,Kotak Mahindra Bank Limited
2620,ICICIBANK.BO,ICICI Bank Limited
2621,ICICIBANK.NS,ICICI Bank Limited
2622,MARUTI.BO,Maruti Suzuki India Limited
2623,MARUTI.NS,Maruti Suzuki India Limited
2624,LT.NS,Larsen & Toubro Limited
2625,LT.BO,Larsen & Toubro Limited
2626,ONGC.NS,Oil and Natural Gas Corporation Limited
2627,ONGC.BO,Oil and Natural Gas Corporation Limited
2628,1398.HK,Industrial and Commercial Bank of China Limited
2629,0939.HK,China Construction Bank Corporation
2630,STAN.BO,Standard Chartered PLC
2631,AXISBANK.NS,Axis Bank Limited
2632,AXISBANK.BO,Axis Bank Limited
2633,601939.SS,China Construction Bank Corporation
2634,COALINDIA.NS,Coal India Limited
2635,601398.SS,Industrial and Commercial Bank of China Limited
2636,COALINDIA.BO,Coal India Limited
2637,0941.HK,China Mobile Limited
2638,BAJFINANCE.NS,Bajaj Finance Limited
2639,BAJFINANCE.BO,Bajaj Finance Limited
2640,WIPRO.NS,Wipro Limited
2641,WIPRO.BO,Wipro Limited
2642,0857.HK,PetroChina Company Limited
2643,HCLTECH.NS,HCL Technologies Limited
2644,HCLTECH.BO,HCL Technologies Limited
2645,ASIANPAINT.NS,Asian Paints Limited
2646,ASIANPAINT.BO,Asian Paints Limited
2647,PTT.BK,PTT Public Company Limited
2648,PTT-R.BK,PTT Public Company Limited
2649,0005.HK,HSBC Holdings plc
2650,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
2651,601857.SS,PetroChina Company Limited
2652,IOC.BO,Indian Oil Corporation Limited
2653,IOC.NS,Indian Oil Corporation Limited
2654,BHARTIARTL.BO,Bharti Airtel Limited
2655,BHARTIARTL.NS,Bharti Airtel Limited
2656,1288.HK,Agricultural Bank of China Limited
2657,NTPC.NS,NTPC Limited
2658,NTPC.BO,NTPC Limited
2659,3988.HK,Bank of China Limited
2660,HINDZINC.NS,Hindustan Zinc Limited
2661,HINDZINC.BO,Hindustan Zinc Limited
2662,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
2663,601288.SS,Agricultural Bank of China Limited
2664,ULTRACEMCO.NS,UltraTech Cement Limited
2665,ULTRACEMCO.BO,UltraTech Cement Limited
2666,NESTLEIND.BO,Nestlé India Limited
2667,NESTLEIND.NS,Nestlé India Limited
2668,601988.SS,Bank of China Limited
2669,6505.TW,Formosa Petrochemical Corporation
2670,POWERGRID.NS,Power Grid Corporation of India Limited
2671,POWERGRID.BO,Power Grid Corporation of India Limited
2672,BAJAJFINSV.NS,Bajaj Finserv Limited
2673,BAJAJFINSV.BO,Bajaj Finserv Limited
2674,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
2675,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
2676,2317.TW,"Hon Hai Precision Industry Co., Ltd."
2677,DMART.BO,Avenue Supermarts Limited
2678,DMART.NS,Avenue Supermarts Limited
2679,INDUSINDBK.BO,IndusInd Bank Limited
2680,INDUSINDBK.NS,IndusInd Bank Limited
2681,AOT-R.BK,Airports of Thailand Public Company Limited
2682,AOT.BK,Airports of Thailand Public Company Limited
2683,M&M.NS,Mahindra & Mahindra Limited
2684,M&M.BO,Mahindra & Mahindra Limited
2685,GODREJCP.NS,Godrej Consumer Products Limited
2686,GODREJCP.BO,Godrej Consumer Products Limited
2687,2412.TW,"Chunghwa Telecom Co., Ltd."
2688,GAIL.NS,GAIL (India) Limited
2689,GAIL.BO,GAIL (India) Limited
2690,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
2691,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
2692,BAJAJ-AUTO.BO,Bajaj Auto Limited
2693,BAJAJ-AUTO.NS,Bajaj Auto Limited
2694,BPCL.BO,Bharat Petroleum Corporation Limited
2695,BPCL.NS,Bharat Petroleum Corporation Limited
2696,TITAN.BO,Titan Company Limited
2697,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
2698,TITAN.NS,Titan Company Limited
2699,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
2700,TCS.NS,Tata Consultancy Services Limited
2701,TCS.BO,Tata Consultancy Services Limited
2702,RELIANCE.BO,Reliance Industries Limited
2703,RELIANCE.NS,Reliance Industries Limited
2704,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
2705,HDFCBANK.BO,HDFC Bank Limited
2706,HDFCBANK.NS,HDFC Bank Limited
2707,HINDUNILVR.NS,Hindustan Unilever Limited
2708,HINDUNILVR.BO,Hindustan Unilever Limited
2709,ITC.NS,ITC Limited
2710,ITC.BO,ITC Limited
2711,HDFC.NS,Housing Development Finance Corporation Limited
2712,HDFC.BO,Housing Development Finance Corporation Limited
2713,0700.HK,Tencent Holdings Limited
2714,INFY.BO,Infosys Limited
2715,INFY.NS,Infosys Limited
2716,SBIN.NS,State Bank of India
2717,SBIN.BO,State Bank of India
2718,KOTAKBANK.NS,Kotak Mahindra Bank Limited
2719,KOTAKBANK.BO,Kotak Mahindra Bank Limited
2720,ICICIBANK.BO,ICICI Bank Limited
2721,ICICIBANK.NS,ICICI Bank Limited
2722,MARUTI.BO,Maruti Suzuki India Limited
2723,MARUTI.NS,Maruti Suzuki India Limited
2724,LT.NS,Larsen & Toubro Limited
2725,LT.BO,Larsen & Toubro Limited
2726,ONGC.NS,Oil and Natural Gas Corporation Limited
2727,ONGC.BO,Oil and Natural Gas Corporation Limited
2728,1398.HK,Industrial and Commercial Bank of China Limited
2729,0939.HK,China Construction Bank Corporation
2730,STAN.BO,Standard Chartered PLC
2731,AXISBANK.NS,Axis Bank Limited
2732,AXISBANK.BO,Axis Bank Limited
2733,601939.SS,China Construction Bank Corporation
2734,COALINDIA.NS,Coal India Limited
2735,601398.SS,Industrial and Commercial Bank of China Limited
2736,COALINDIA.BO,Coal India Limited
2737,0941.HK,China Mobile Limited
2738,BAJFINANCE.NS,Bajaj Finance Limited
2739,BAJFINANCE.BO,Bajaj Finance Limited
2740,WIPRO.NS,Wipro Limited
2741,WIPRO.BO,Wipro Limited
2742,0857.HK,PetroChina Company Limited
2743,HCLTECH.NS,HCL Technologies Limited
2744,HCLTECH.BO,HCL Technologies Limited
2745,ASIANPAINT.NS,Asian Paints Limited
2746,ASIANPAINT.BO,Asian Paints Limited
2747,PTT.BK,PTT Public Company Limited
2748,PTT-R.BK,PTT Public Company Limited
2749,0005.HK,HSBC Holdings plc
2750,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
2751,601857.SS,PetroChina Company Limited
2752,IOC.BO,Indian Oil Corporation Limited
2753,IOC.NS,Indian Oil Corporation Limited
2754,BHARTIARTL.BO,Bharti Airtel Limited
2755,BHARTIARTL.NS,Bharti Airtel Limited
2756,1288.HK,Agricultural Bank of China Limited
2757,NTPC.NS,NTPC Limited
2758,NTPC.BO,NTPC Limited
2759,3988.HK,Bank of China Limited
2760,HINDZINC.NS,Hindustan Zinc Limited
2761,HINDZINC.BO,Hindustan Zinc Limited
2762,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
2763,601288.SS,Agricultural Bank of China Limited
2764,ULTRACEMCO.NS,UltraTech Cement Limited
2765,ULTRACEMCO.BO,UltraTech Cement Limited
2766,NESTLEIND.BO,Nestlé India Limited
2767,NESTLEIND.NS,Nestlé India Limited
2768,601988.SS,Bank of China Limited
2769,6505.TW,Formosa Petrochemical Corporation
2770,POWERGRID.NS,Power Grid Corporation of India Limited
2771,POWERGRID.BO,Power Grid Corporation of India Limited
2772,BAJAJFINSV.NS,Bajaj Finserv Limited
2773,BAJAJFINSV.BO,Bajaj Finserv Limited
2774,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
2775,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
2776,2317.TW,"Hon Hai Precision Industry Co., Ltd."
2777,DMART.BO,Avenue Supermarts Limited
2778,DMART.NS,Avenue Supermarts Limited
2779,INDUSINDBK.BO,IndusInd Bank Limited
2780,INDUSINDBK.NS,IndusInd Bank Limited
2781,AOT-R.BK,Airports of Thailand Public Company Limited
2782,AOT.BK,Airports of Thailand Public Company Limited
2783,M&M.NS,Mahindra & Mahindra Limited
2784,M&M.BO,Mahindra & Mahindra Limited
2785,GODREJCP.NS,Godrej Consumer Products Limited
2786,GODREJCP.BO,Godrej Consumer Products Limited
2787,2412.TW,"Chunghwa Telecom Co., Ltd."
2788,GAIL.NS,GAIL (India) Limited
2789,GAIL.BO,GAIL (India) Limited
2790,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
2791,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
2792,BAJAJ-AUTO.BO,Bajaj Auto Limited
2793,BAJAJ-AUTO.NS,Bajaj Auto Limited
2794,BPCL.BO,Bharat Petroleum Corporation Limited
2795,BPCL.NS,Bharat Petroleum Corporation Limited
2796,TITAN.BO,Titan Company Limited
2797,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
2798,TITAN.NS,Titan Company Limited
2799,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
2800,TCS.NS,Tata Consultancy Services Limited
2801,TCS.BO,Tata Consultancy Services Limited
2802,RELIANCE.BO,Reliance Industries Limited
2803,RELIANCE.NS,Reliance Industries Limited
2804,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
2805,HDFCBANK.BO,HDFC Bank Limited
2806,HDFCBANK.NS,HDFC Bank Limited
2807,HINDUNILVR.NS,Hindustan Unilever Limited
2808,HINDUNILVR.BO,Hindustan Unilever Limited
2809,ITC.NS,ITC Limited
2810,ITC.BO,ITC Limited
2811,HDFC.NS,Housing Development Finance Corporation Limited
2812,HDFC.BO,Housing Development Finance Corporation Limited
2813,0700.HK,Tencent Holdings Limited
2814,INFY.BO,Infosys Limited
2815,INFY.NS,Infosys Limited
2816,SBIN.NS,State Bank of India
2817,SBIN.BO,State Bank of India
2818,KOTAKBANK.NS,Kotak Mahindra Bank Limited
2819,KOTAKBANK.BO,Kotak Mahindra Bank Limited
2820,ICICIBANK.BO,ICICI Bank Limited
2821,ICICIBANK.NS,ICICI Bank Limited
2822,MARUTI.BO,Maruti Suzuki India Limited
2823,MARUTI.NS,Maruti Suzuki India Limited
2824,LT.NS,Larsen & Toubro Limited
2825,LT.BO,Larsen & Toubro Limited
2826,ONGC.NS,Oil and Natural Gas Corporation Limited
2827,ONGC.BO,Oil and Natural Gas Corporation Limited
2828,1398.HK,Industrial and Commercial Bank of China Limited
2829,0939.HK,China Construction Bank Corporation
2830,STAN.BO,Standard Chartered PLC
2831,AXISBANK.NS,Axis Bank Limited
2832,AXISBANK.BO,Axis Bank Limited
2833,601939.SS,China Construction Bank Corporation
2834,COALINDIA.NS,Coal India Limited
2835,601398.SS,Industrial and Commercial Bank of China Limited
2836,COALINDIA.BO,Coal India Limited
2837,0941.HK,China Mobile Limited
2838,BAJFINANCE.NS,Bajaj Finance Limited
2839,BAJFINANCE.BO,Bajaj Finance Limited
2840,WIPRO.NS,Wipro Limited
2841,WIPRO.BO,Wipro Limited
2842,0857.HK,PetroChina Company Limited
2843,HCLTECH.NS,HCL Technologies Limited
2844,HCLTECH.BO,HCL Technologies Limited
2845,ASIANPAINT.NS,Asian Paints Limited
2846,ASIANPAINT.BO,Asian Paints Limited
2847,PTT.BK,PTT Public Company Limited
2848,PTT-R.BK,PTT Public Company Limited
2849,0005.HK,HSBC Holdings plc
2850,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
2851,601857.SS,PetroChina Company Limited
2852,IOC.BO,Indian Oil Corporation Limited
2853,IOC.NS,Indian Oil Corporation Limited
2854,BHARTIARTL.BO,Bharti Airtel Limited
2855,BHARTIARTL.NS,Bharti Airtel Limited
2856,1288.HK,Agricultural Bank of China Limited
2857,NTPC.NS,NTPC Limited
2858,NTPC.BO,NTPC Limited
2859,3988.HK,Bank of China Limited
2860,HINDZINC.NS,Hindustan Zinc Limited
2861,HINDZINC.BO,Hindustan Zinc Limited
2862,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
2863,601288.SS,Agricultural Bank of China Limited
2864,ULTRACEMCO.NS,UltraTech Cement Limited
2865,ULTRACEMCO.BO,UltraTech Cement Limited
2866,NESTLEIND.BO,Nestlé India Limited
2867,NESTLEIND.NS,Nestlé India Limited
2868,601988.SS,Bank of China Limited
2869,6505.TW,Formosa Petrochemical Corporation
2870,POWERGRID.NS,Power Grid Corporation of India Limited
2871,POWERGRID.BO,Power Grid Corporation of India Limited
2872,BAJAJFINSV.NS,Bajaj Finserv Limited
2873,BAJAJFINSV.BO,Bajaj Finserv Limited
2874,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
2875,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
2876,2317.TW,"Hon Hai Precision Industry Co., Ltd."
2877,DMART.BO,Avenue Supermarts Limited
2878,DMART.NS,Avenue Supermarts Limited
2879,INDUSINDBK.BO,IndusInd Bank Limited
2880,INDUSINDBK.NS,IndusInd Bank Limited
2881,AOT-R.BK,Airports of Thailand Public Company Limited
2882,AOT.BK,Airports of Thailand Public Company Limited
2883,M&M.NS,Mahindra & Mahindra Limited
2884,M&M.BO,Mahindra & Mahindra Limited
2885,GODREJCP.NS,Godrej Consumer Products Limited
2886,GODREJCP.BO,Godrej Consumer Products Limited
2887,2412.TW,"Chunghwa Telecom Co., Ltd."
2888,GAIL.NS,GAIL (India) Limited
2889,GAIL.BO,GAIL (India) Limited
2890,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
2891,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
2892,BAJAJ-AUTO.BO,Bajaj Auto Limited
2893,BAJAJ-AUTO.NS,Bajaj Auto Limited
2894,BPCL.BO,Bharat Petroleum Corporation Limited
2895,BPCL.NS,Bharat Petroleum Corporation Limited
2896,TITAN.BO,Titan Company Limited
2897,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
2898,TITAN.NS,Titan Company Limited
2899,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
2900,TCS.NS,Tata Consultancy Services Limited
2901,TCS.BO,Tata Consultancy Services Limited
2902,RELIANCE.BO,Reliance Industries Limited
2903,RELIANCE.NS,Reliance Industries Limited
2904,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
2905,HDFCBANK.BO,HDFC Bank Limited
2906,HDFCBANK.NS,HDFC Bank Limited
2907,HINDUNILVR.NS,Hindustan Unilever Limited
2908,HINDUNILVR.BO,Hindustan Unilever Limited
2909,ITC.NS,ITC Limited
2910,ITC.BO,ITC Limited
2911,HDFC.NS,Housing Development Finance Corporation Limited
2912,HDFC.BO,Housing Development Finance Corporation Limited
2913,0700.HK,Tencent Holdings Limited
2914,INFY.BO,Infosys Limited
2915,INFY.NS,Infosys Limited
2916,SBIN.NS,State Bank of India
2917,SBIN.BO,State Bank of India
2918,KOTAKBANK.NS,Kotak Mahindra Bank Limited
2919,KOTAKBANK.BO,Kotak Mahindra Bank Limited
2920,ICICIBANK.BO,ICICI Bank Limited
2921,ICICIBANK.NS,ICICI Bank Limited
2922,MARUTI.BO,Maruti Suzuki India Limited
2923,MARUTI.NS,Maruti Suzuki India Limited
2924,LT.NS,Larsen & Toubro Limited
2925,LT.BO,Larsen & Toubro Limited
2926,ONGC.NS,Oil and Natural Gas Corporation Limited
2927,ONGC.BO,Oil and Natural Gas Corporation Limited
2928,1398.HK,Industrial and Commercial Bank of China Limited
2929,0939.HK,China Construction Bank Corporation
2930,STAN.BO,Standard Chartered PLC
2931,AXISBANK.NS,Axis Bank Limited
2932,AXISBANK.BO,Axis Bank Limited
2933,601939.SS,China Construction Bank Corporation
2934,COALINDIA.NS,Coal India Limited
2935,601398.SS,Industrial and Commercial Bank of China Limited
2936,COALINDIA.BO,Coal India Limited
2937,0941.HK,China Mobile Limited
2938,BAJFINANCE.NS,Bajaj Finance Limited
2939,BAJFINANCE.BO,Bajaj Finance Limited
2940,WIPRO.NS,Wipro Limited
2941,WIPRO.BO,Wipro Limited
2942,0857.HK,PetroChina Company Limited
2943,HCLTECH.NS,HCL Technologies Limited
2944,HCLTECH.BO,HCL Technologies Limited
2945,ASIANPAINT.NS,Asian Paints Limited
2946,ASIANPAINT.BO,Asian Paints Limited
2947,PTT.BK,PTT Public Company Limited
2948,PTT-R.BK,PTT Public Company Limited
2949,0005.HK,HSBC Holdings plc
2950,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
2951,601857.SS,PetroChina Company Limited
2952,IOC.BO,Indian Oil Corporation Limited
2953,IOC.NS,Indian Oil Corporation Limited
2954,BHARTIARTL.BO,Bharti Airtel Limited
2955,BHARTIARTL.NS,Bharti Airtel Limited
2956,1288.HK,Agricultural Bank of China Limited
2957,NTPC.NS,NTPC Limited
2958,NTPC.BO,NTPC Limited
2959,3988.HK,Bank of China Limited
2960,HINDZINC.NS,Hindustan Zinc Limited
2961,HINDZINC.BO,Hindustan Zinc Limited
2962,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
2963,601288.SS,Agricultural Bank of China Limited
2964,ULTRACEMCO.NS,UltraTech Cement Limited
2965,ULTRACEMCO.BO,UltraTech Cement Limited
2966,NESTLEIND.BO,Nestlé India Limited
2967,NESTLEIND.NS,Nestlé India Limited
2968,601988.SS,Bank of China Limited
2969,6505.TW,Formosa Petrochemical Corporation
2970,POWERGRID.NS,Power Grid Corporation of India Limited
2971,POWERGRID.BO,Power Grid Corporation of India Limited
2972,BAJAJFINSV.NS,Bajaj Finserv Limited
2973,BAJAJFINSV.BO,Bajaj Finserv Limited
2974,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
2975,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
2976,2317.TW,"Hon Hai Precision Industry Co., Ltd."
2977,DMART.BO,Avenue Supermarts Limited
2978,DMART.NS,Avenue Supermarts Limited
2979,INDUSINDBK.BO,IndusInd Bank Limited
2980,INDUSINDBK.NS,IndusInd Bank Limited
2981,AOT-R.BK,Airports of Thailand Public Company Limited
2982,AOT.BK,Airports of Thailand Public Company Limited
2983,M&M.NS,Mahindra & Mahindra Limited
2984,M&M.BO,Mahindra & Mahindra Limited
2985,GODREJCP.NS,Godrej Consumer Products Limited
2986,GODREJCP.BO,Godrej Consumer Products Limited
2987,2412.TW,"Chunghwa Telecom Co., Ltd."
2988,GAIL.NS,GAIL (India) Limited
2989,GAIL.BO,GAIL (India) Limited
2990,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
2991,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
2992,BAJAJ-AUTO.BO,Bajaj Auto Limited
2993,BAJAJ-AUTO.NS,Bajaj Auto Limited
2994,BPCL.BO,Bharat Petroleum Corporation Limited
2995,BPCL.NS,Bharat Petroleum Corporation Limited
2996,TITAN.BO,Titan Company Limited
2997,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
2998,TITAN.NS,Titan Company Limited
2999,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
3000,TCS.NS,Tata Consultancy Services Limited
3001,TCS.BO,Tata Consultancy Services Limited
3002,RELIANCE.BO,Reliance Industries Limited
3003,RELIANCE.NS,Reliance Industries Limited
3004,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
3005,HDFCBANK.BO,HDFC Bank Limited
3006,HDFCBANK.NS,HDFC Bank Limited
3007,HINDUNILVR.NS,Hindustan Unilever Limited
3008,HINDUNILVR.BO,Hindustan Unilever Limited
3009,ITC.NS,ITC Limited
3010,ITC.BO,ITC Limited
3011,HDFC.NS,Housing Development Finance Corporation Limited
3012,HDFC.BO,Housing Development Finance Corporation Limited
3013,0700.HK,Tencent Holdings Limited
3014,INFY.BO,Infosys Limited
3015,INFY.NS,Infosys Limited
3016,SBIN.NS,State Bank of India
3017,SBIN.BO,State Bank of India
3018,KOTAKBANK.NS,Kotak Mahindra Bank Limited
3019,KOTAKBANK.BO,Kotak Mahindra Bank Limited
3020,ICICIBANK.BO,ICICI Bank Limited
3021,ICICIBANK.NS,ICICI Bank Limited
3022,MARUTI.BO,Maruti Suzuki India Limited
3023,MARUTI.NS,Maruti Suzuki India Limited
3024,LT.NS,Larsen & Toubro Limited
3025,LT.BO,Larsen & Toubro Limited
3026,ONGC.NS,Oil and Natural Gas Corporation Limited
3027,ONGC.BO,Oil and Natural Gas Corporation Limited
3028,1398.HK,Industrial and Commercial Bank of China Limited
3029,0939.HK,China Construction Bank Corporation
3030,STAN.BO,Standard Chartered PLC
3031,AXISBANK.NS,Axis Bank Limited
3032,AXISBANK.BO,Axis Bank Limited
3033,601939.SS,China Construction Bank Corporation
3034,COALINDIA.NS,Coal India Limited
3035,601398.SS,Industrial and Commercial Bank of China Limited
3036,COALINDIA.BO,Coal India Limited
3037,0941.HK,China Mobile Limited
3038,BAJFINANCE.NS,Bajaj Finance Limited
3039,BAJFINANCE.BO,Bajaj Finance Limited
3040,WIPRO.NS,Wipro Limited
3041,WIPRO.BO,Wipro Limited
3042,0857.HK,PetroChina Company Limited
3043,HCLTECH.NS,HCL Technologies Limited
3044,HCLTECH.BO,HCL Technologies Limited
3045,ASIANPAINT.NS,Asian Paints Limited
3046,ASIANPAINT.BO,Asian Paints Limited
3047,PTT.BK,PTT Public Company Limited
3048,PTT-R.BK,PTT Public Company Limited
3049,0005.HK,HSBC Holdings plc
3050,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
3051,601857.SS,PetroChina Company Limited
3052,IOC.BO,Indian Oil Corporation Limited
3053,IOC.NS,Indian Oil Corporation Limited
3054,BHARTIARTL.BO,Bharti Airtel Limited
3055,BHARTIARTL.NS,Bharti Airtel Limited
3056,1288.HK,Agricultural Bank of China Limited
3057,NTPC.NS,NTPC Limited
3058,NTPC.BO,NTPC Limited
3059,3988.HK,Bank of China Limited
3060,HINDZINC.NS,Hindustan Zinc Limited
3061,HINDZINC.BO,Hindustan Zinc Limited
3062,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
3063,601288.SS,Agricultural Bank of China Limited
3064,ULTRACEMCO.NS,UltraTech Cement Limited
3065,ULTRACEMCO.BO,UltraTech Cement Limited
3066,NESTLEIND.BO,Nestlé India Limited
3067,NESTLEIND.NS,Nestlé India Limited
3068,601988.SS,Bank of China Limited
3069,6505.TW,Formosa Petrochemical Corporation
3070,POWERGRID.NS,Power Grid Corporation of India Limited
3071,POWERGRID.BO,Power Grid Corporation of India Limited
3072,BAJAJFINSV.NS,Bajaj Finserv Limited
3073,BAJAJFINSV.BO,Bajaj Finserv Limited
3074,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
3075,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
3076,2317.TW,"Hon Hai Precision Industry Co., Ltd."
3077,DMART.BO,Avenue Supermarts Limited
3078,DMART.NS,Avenue Supermarts Limited
